Ctry_Abb,Ctry_NmS,Area_SQKM,UN,ColorMap,Shape_Length,Shape_Area,administeredBy,contestedBy1,contestedBy2,contestedBy3,contestedBy4,contestedBy5,demonym,contestedRegion1,territoryTyp,recognized,inhabited,casulitiesContested,viablyContested,nameContested,contestedRegion2,autonomous,contestedRegion3
RUF,Kabardino-Balkaria,12390,0,1,863943.1894,23552205760,Russia,Circassia,Karachay-Balkaria,None,None,None,Circassian,Autonomous Russian Republics,2,4,1,0,1,Various nationalist organisations,None,1,None
RUH,Khakassia,63381,0,1,2351138.765,1.77672E+11,Russia,Siberian Republic,None,None,None,None,Siberian,Autonomous Russian Republics,2,4,1,0,1,Siberian regionalism,None,1,None
MRE,Mari El,23565,0,1,1394114.225,77520943728,Russia,Idel-Ural,Tatarstan,None,None,None,Tatarstani,Autonomous Russian Republics,2,4,1,0,1,Free Idel-Ural,None,1,None
RUJ,Mordovia,26362,0,1,1772460.068,77436708715,Russia,Idel-Ural,None,None,None,None,Tatarstani,Autonomous Russian Republic,2,4,1,0,1,Free Idel-Ural,None,1,None
NOA,North Ossetia-Alania,8071,0,1,949919.4291,15142648736,Russia,Circassia,None,None,None,None,Circassian,Autonomous Russian Republic,2,4,1,0,1,Circassian Nationalism,None,1,None
RUI,Siberia,1648637,0,1,22196820.79,5.45959E+12,Russia,Siberian Republic,None,None,None,None,Siberian,None,4,3,0,1,1,Siberian Regionalism Movement,None,0,None
JAO,Jewish Autonomous Oblast,37153,0,1,1389034.228,84651917435,Russia,None,None,None,None,None,Russian,Autonomous Russian Republics,2,4,1,0,0,None,None,1,None
BAG,Tuareg Algeria,1172860,0,3,5401913.58,1.43112E+12,Algeria,None,Tamazgha,Jama'at Nasr al-Islam wal Muslimin,None,None,Berber,Berberism,4,4,1,1,1,Ongoing Conflict,None,0,Insurgency in the Maghreb
LBT,Libyan Tamazgha,233089,0,7,2379412.884,2.93077E+11,Libya,Libyan Civil War,Tamazgha,Jama'at Nasr al-Islam wal Muslimin,None,None,Berber,Berberism,4,4,1,1,1,Ongoing War,None,1,Insurgency in the Maghreb
CHT,Chittagong Hills Tracts,13164,0,6,954025.8985,15512043772,Bangladesh,None,None,None,None,None,Bangladeshi,None,4,4,1,1,1,UNPO Member,None,0,None
DCA,District of Columbia,170,0,5,76373.71897,280624748.9,United States,None,None,None,None,None,Washingtonian,None,4,4,1,0,0,UNPO Member,None,0,None
CDC,Kananga,323097,0,4,2953332.14,3.27926E+11,Congo (DRC),Kamwina Nsapu Rebellion,None,None,None,None,Congolese,None,4,4,1,1,1,Ongoing Military Conflict,None,1,None
ITU,Ituri,157793,0,4,2138786.145,1.59257E+11,Congo (DRC),Ituri Insurgents,Allied Democratic Forces Insurgency,Lord's Resistance Army Insurgency,None,None,Congolese,None,4,4,1,1,1,Ongoing War,None,1,None
CBD,Cabo Delgado,90251,0,8,1327308.371,95205423491,Mozambique,Islamic State,None,None,None,None,Mozambican,None,4,4,1,1,1,Ongoing War,None,1,None
TCB,Mtwara,20665,0,6,804647.6432,21541361604,Tanzania,Islamic State,None,None,None,None,Tanzanian,None,4,4,1,1,0,Ongoing Military Conflict,None,0,None
SNI,Sinai,67866,0,1,1315426.602,90229613670,Egypt,Sinai Insurgency,None,None,None,None,Egyptian,None,4,4,1,1,0,Ongoing Military Conflict,None,0,None
BES,Bonaire,39133,0,7,232964.8461,3999535071,Netherlands,None,None,None,None,None,Dutch,ABC Islands,2,4,1,0,0,None,None,0,BES Islands
SXM,Sint Maarteen,3356,0,7,102722.1818,645559111.3,Netherlands,None,None,None,None,None, Sint Maartener,None,1,1,1,0,0,None,None,0,None
BVT,Bouvet Island,477054,0,2,292806.7883,6627143181,Norway,None,None,None,None,None,None,None,2,4,0,0,0,None,None,0,None
PCN,Pitcairn Islands,457339,0,5,3089298.25,4.80507E+11,United Kingdom,None,None,None,None,None,Pitcairn Islanders,None,4,4,1,0,0,None,None,0,None
SHN,"Saint Helena, Ascension and Tristan da Cunha",457339,0,5,859177.2397,14002118239,United Kingdom,None,None,None,None,None,British,None,2,4,1,0,0,None,None,0,None
SGS,South Georgia and the South Sandwich Islands,457339,0,5,3767527.464,1.18257E+11,United Kingdom,None,None,None,None,None,South Georgian and South Sandwich Islander,None,2,4,1,0,0,None,None,0,None
UMI,United States Minor Outlying Islands,6665692,0,5,6836145.679,9.43859E+11,United States,None,None,None,None,None,None,US Minor Outlying Islands,7,4,0,0,0,None,None,0,None
